id,Year,Title,Abstract,include_stage1,reason_stage1,detected_language,publication_year,confidence_stage1
J1985,2020,Improving patient pathways in head and neck cancer at a UK Cancer Centre. Results of a dietetic pre-treatment project (DPP),"The UK evidence-based practice guidelines for the nutritional management of patients with head and neck cancer [1] state that all head and neck cancer patients should be screened at diagnosis to identify those at nutritional risk and then repeated at intervals through each stage of treatment i.e. surgery, radiotherapy/chemotherapy, and post treatment. Patients with head and neck cancer should be nutritionally screened using a validated screening tool. Those at high risk should be referred to the dietitian for early intervention. Treatment for malnutrition and appropriate nutritional support should be offered without delay given the potential adverse impact on patient-reported, financial and clinical outcomes. Pre-treatment assessment should be offered, as intervention aims to improve, maintain or reduce decline in nutritional status of head and neck cancer patients who have malnutrition or are at risk of malnutrition. Patients identified as well-nourished at baseline but whose treatment may impact on their future nutritional status should receive dietetic assessment and intervention at any stage of the pathway. The aim of the DPP was to pilot a new dietetic pathway using a validated screening tool, Nutriscore [2]. Head and neck patients had their nutritional status assessed earlier in their treatment pathway and if at high risk, were assessed and treated by a dietitian before they commenced radical radiotherapy or chemoradiotherapy treatment. Any patient that generated a Nutriscore of 5 or more; had a feeding tube in situ; or a body mass index of <18.5 was offered a pre-treatment appointment with the dietitian. A validated head and neck symptom checklist [3] was used to measure symptoms impacting on nutrition. Additionally, hand grip strength was measured to assess muscle strength at the start and on completion of treatment. A total of 317 patients were nutritionally screened using the Nutriscore from February 2018 to November 2018. The results showed that DPP provided improvements in the head and neck pathway. Dietetic referrals increased by 22% and emergency admissions for nutritional issues (tube feeding, poor oral intake or weight loss) reduced by 22% during the DPP project. Patient satisfaction was evaluated after the DPP pre-treatment appointment and again at the end with 93% of patients giving the project the highest rating. The project was cost effective and generated income of 1500, after deductions for staffing costs to run the project. However, it is important to note this did not include cost savings from reducing hospital admissions. The results of the project demonstrated: 1) An increase (22% improvement) in the number of patients referred to the dietetic service (77% in 2017, versus 94% in 2018) 2) Low hand grip score, which worsened during treatment. Further investigation is warranted. 3) A 22% reduction in emergency admissions due to nutritional issues. 4) The need for further research to investigate low grip strength and progressive resistance training, and high protein oral nutritional supplements, during radiotherapy and chemoradiotherapy. 5) Evidence for the development of a new dietetic pathway. References 1. Talwar, B., Donnelly R ET al. UK National multidisciplinary guidelines. The Journal of Laryngology and Otology. Head and neck cancer. May 2016, Volume 130 Number S2. 2. Arribas, L. et al. Nutriscore. A new nutritional screening tool for oncological outpatients. Nutrition. 2017. 33: 297-303. 3. Kubrak, C, Olson K, Baracos V. The Head and Neck Symptom Checklist. An instrument to evaluate nutrition impact symptoms effect on energy intake and weight loss. Supportive Care in Cancer. 2013. 21. 3127-3136. Copyright Â© 2019",FALSE,"Published in 2019, outside inclusion window",English,2019,1
J394,,Buprenorphine-Naloxone Film Versus Tablets for Opioid Use Disorder,"<b>WHAT IS THE ISSUE?</b>: Medication for opioid use disorder is essential for reducing cravings, withdrawal symptoms, and facilitating recovery, with buprenorphine being preferred over methadone by health care providers and people with opioid use disorder due to its lower overdose risk and perceived lower side effect profile. In Canada, buprenorphine is available in various formulations, including buprenorphine-naloxone (BUP-NAL), commonly chosen for its safety benefits and convenience. Sublingual buprenorphine-naloxone films offer faster dissolution and potentially other benefits compared to sublingual tablets, evaluating their comparative clinical and cost-effectiveness is important as they become more widely available.
<b>WHAT DID WE DO?</b>: To inform decisions about the appropriate selection of BUP-NAL formulations for treating individuals with opioid use disorder, CADTH sought to identify and summarize literature comparing the clinical effectiveness and cost-effectiveness of sublingual BUP-NAL films versus tablets. We also attempted to identify evidence-based recommendations for the use of BUP-NAL film. A research information specialist conducted a literature search of the peer-reviewed and grey literature with a search strategy focused on sublingual BUP-NAL. The search was limited to English-language documents published since January 1, 2018. One reviewer screened articles for inclusion based on predefined criteria, critically appraised the included study, and narratively summarized the findings.
<b>WHAT DID WE FIND?</b>: Sublingual BUP-NAL films may have lower abuse rates compared to sublingual BUP-NAL tablets among people who seek treatment at substance abuse treatment centres or who present needing medical advice or treatment for intentional misuse or abuse of potentially toxic substances, including opioids (1 study). We did not find any clinical effectiveness studies that assessed aspects related to drug ingestion, drug abuse cessation, treatment programs, health-related quality of life, mental health or safety of BUP-NAL films or tablets that met our criteria for this review. We did not find any studies on cost-effectiveness or evidence-based guidelines of sublingual BUP-NAL films or tablets that met our criteria for this review.
<b>WHAT DOES IT MEAN?</b>: Limited evidence from this review suggests that sublingual BUP-NAL films may lead to lower substance abuse rates compared to sublingual BUP-NAL tablets among people with OUD; however, we require more comprehensive research with rigorous methodological approaches to understand this topic better. Considering the low abuse potential for BUP-NAL film, decision-makers may wish to use this formulation in settings where the potential for substance abuse is high.",FALSE,Publication year is unknown,English,,0.8
J1088,2019,Lessons for 'large-scale' general practice provider organisations in England from other inter-organisational healthcare collaborations,"Policymakers in England are increasingly encouraging the formation of 'large-scale' general practice provider collaborations with the expectation that this will help deliver better quality services and generate economies of scale. However, solid evidence that these expectations will be met is limited. This paper reviews evidence from other inter-organisational healthcare collaborations with similarities in their development or anticipated impact to identify lessons. Medline. SSCI, Embase and HMIC database searches identified a range of initiatives which could provide transferable evidence. Iterative searching was undertaken to identify further relevant evidence. Thematic analysis was used to identify areas to consider in the development of large-scale general practice providers. Framework analysis was used to identify challenges which may affect the ability of such providers to achieve their anticipated impact. A narrative approach was used to synthesise the evidence. Trade-offs exist in 'scaling-up' between mandated and voluntary collaboration; networks versus single organisations; small versus large collaborations; and different types of governance structures in terms of sustainability and performance. While positive impact seems plausible, evidence suggests that it is not a given that clinical outcomes or patient experience will improve, nor that cost savings will be achieved as a result of increasing organisational size. Since the impact and potential unintended consequences are not yet clear, it would be advisable for policymakers to move with caution, and be informed by ongoing evaluation. Copyright Â© 2018",FALSE,Copyright date suggests publication before 2019,English,2019,0.9
J3090,2021,Upper gastrointestinal endoscopy procedure time is associated with detection of clinically significant disease despite suboptimal performance,"Background and Aims: Upper gastrointestinal endoscopy (UGIE) is a widely used diagnostic and therapeutic procedure, and quality assurance is crucial to ensure safety, efficacy, and cost-effective resource utilization. In colonoscopy, adenoma detection rate has been implemented as a quality indicator. An equivalent surrogate marker of quality in upper endoscopy is challenging because of the wide spectrum of conditions detected on screening gastroscopy. In recent years, the European Society of Gastrointestinal Endoscopy (ESGE) has published key and minor performance measures for gastroscopy, and the British Society of Gastroenterology (BSG) has proposed recommendations for endoscopic diagnosis and management of upper gastrointestinal disorders. Although there are studies showing association between procedure time and biopsy rate with detection of neoplasms in UGIE, there are no studies evaluating detection of premalignant disease. The ESGE and BSG guidelines have not been evaluated in clinical practice, and there are no Australian guidelines on quality of UGIE. We therefore aimed to evaluate the rate of detection of clinically important upper gastrointestinal disease Barrett's esophagus (BE), esophageal squamous dysplasia (SD), and gastric intestinal metaplasia (GIM) in routine diagnostic UGIE; adherence to ESGE performance measures and BSG guidelines; and the association between adherence to these metrics and the rate of detection of clinically important upper gastrointestinal disease. Method(s): This was a retrospective observational study conducted at a tertiary hospital endoscopy unit over a 12-month period between July 2018 and July 2019. All gastroenterologists and upper gastrointestinal surgeons who perform diagnostic gastroscopy in the endoscopy suite were included. Patient demographics and procedural information were extracted from electronic medical records. Endoscopic findings, including use of imaging adjuncts and endoscopic images, were recorded from endoscopy reports. Corresponding histology reports were reviewed to record biopsy practices and histological diagnoses. We analyzed the proportion of UGIE procedures adhering to key and minor ESGE performance measures and BSG recommendations with strong grade of evidence and panel agreement. Result(s): A total of 1699 diagnostic gastroscopy procedures in 1559 patients (52% male; median age, 60 years) performed by 44 endoscopists were analyzed. The prevalence of new diagnoses of BE, SD, and GIM were 2.7%, 0.1%, and 6%, respectively. The median procedure time for examinations without biopsies was 6 min (range, 2-40; IQR, 4) and with biopsies, 8 min (range, 2-40; IQR, 5). The median number of routine photos of anatomical landmarks was three, with most endoscopists capturing the gastroesophageal junction (72%), fundus (70%), antrum (67%), and second part of the duodenum (69%). Seattle protocol biopsy specimens were obtained in 65% of procedures (72/133) with endoscopic diagnosis of BE. Lugol chromoendoscopy was performed in 6% of patients (9/143) at high risk of esophageal squamous cell carcinoma. Sydney protocol biopsy specimens were obtained in 35% of cases (55/155) at high risk of GIM. On multivariate analyses, the only ESGE performance measure associated with higher rate of detection of all premalignant diseases was longer procedure time (median, 10 min vs 8 min; odds ratio [OR], 1.09; 95% CI, 1.03-1.15). Adherence to Seattle protocol was associated with higher rates of detection of BE (OR, 3.1; 95% CI, 0.37-25.6). Adherence to the Management of Precancerous lesions of Stomach (MAPS) protocol was not associated with increased detection of GIM, but a higher number of gastric biopsies was associated with detection of GIM (8 vs 3; OR, 1.69; 95% CI, 1.49-1.91), in concordance with our finding that 95% of GIM diagnoses were not endoscopically diagnosed but detected on random biopsies. The incidence of new SD was too low for statistical analysis with sufficient power. Adherence to BSG guidelines for endoscopic evaluation and reporting of benign upper gastrointestinal conditions was poor. Conclusion(s): This is the first Australian study evaluating adherence to the published quality metrics of UGIE and its association with diagnostic yield. Despite suboptimal adherence to published guidelines, longer procedure time improved detection rates of clinically significant disease. Unlike in colonoscopy, a program for measuring and improving quality metrics in UGIE does not exist.We recommend the development of Australian guidelines and an educational program to improve quality of UGIE.",FALSE,Published outside 2019-2025 range,English,2018,1
J1546,2020,iFuse Implant System for Treating Chronic Sacroiliac Joint Pain: A NICE Medical Technology Guidance,"Treatment and management of sacroiliac joint pain is often non-surgical, involving packages of care that can include analgesics, physiotherapy, corticosteroid injections and radiofrequency ablation. Surgical intervention is considered when patients no longer respond to conservative management. The iFuse Implant System is placed across the sacroiliac joint using minimally invasive surgery, stabilising the joint and correcting any misalignment or weakness that can cause chronic pain. The iFuse system was evaluated in 2018 by the UK National Institute for Health and Care Excellence (NICE) as part of the Medical Technologies Evaluation Programme (MTEP). Clinical evidence for iFuse suggests improved pain, Oswestry disability index (ODI) and quality of life compared to non-surgical management. The company (SI-Bone<sup></sup>) submitted two cost models indicating that iFuse was cost saving compared with open surgery and non-surgical management. Clinicians advised that non-surgical management was the most appropriate comparator and Cedar (a health technology research centre) made changes to the model to test the impact of higher acquisition and procedure costs. Cedar found iFuse to be cost incurring by approximately 560 per patient at 7 years. During the consultation period, the company reduced the cost of some iFuse consumables, and Cedar extended the time horizon to test the assumption that iFuse would become cost saving over time. These changes indicated that iFuse becomes cost saving at 8 years (approximately 129 per patient), after which the cost saving continues to increase. NICE published guidance in October 2018 recommending that the case for adoption of the iFuse system in the UK National Health Service (NHS) was supported by the evidence. Copyright Â© 2019, Springer Nature Switzerland AG.",FALSE,"Published in 2019, outside inclusion range",English,2019,1
J1303,2019,Cost-Effectiveness Studies in the ICU: A Systematic Review,"<b>OBJECTIVES</b>: Cost-effectiveness analyses are increasingly used to aid decisions about resource allocation in healthcare; this practice is slow to translate into critical care. We sought to identify and summarize original cost-effectiveness studies presenting cost per quality-adjusted life year, incremental cost-effectiveness ratios, or cost per life-year ratios for treatments used in ICUs.
<b>DESIGN</b>: We conducted a systematic search of the English-language literature for cost-effectiveness analyses published from 1993 to 2018 in critical care. Study quality was assessed using the Drummond checklist.
<b>SETTING</b>: Critical care units.
<b>PATIENTS OR SUBJECTS</b>: Critical care patients.
<b>INTERVENTIONS</b>: Identified studies with cost-effectiveness analyses.
<b>MEASUREMENTS AND MAIN RESULTS</b>: We identified 97 studies published through 2018 with 156 cost-effectiveness ratios. Reported incremental cost-effectiveness ratios ranged from -$119,635 (hypothetical cohort of patients requiring either intermittent or continuous renal replacement therapy) to $876,539 (data from an acute renal failure study in which continuous renal replacement therapy was the most expensive therapy). Many studies reported favorable cost-effectiveness profiles (i.e., below $50,000 per life year or quality-adjusted life year). However, several therapies have since been proven harmful. Over 2 decades, relatively few cost-effectiveness studies in critical care have been published (average 4.6 studies per year). There has been a more recent trend toward using hypothetical cohorts and modeling scenarios without proven clinical data (2014-2018: 19/33 [58%]).
<b>CONCLUSIONS</b>: Despite critical care being a significant healthcare cost burden there remains a paucity of studies in the literature evaluating its cost effectiveness.",FALSE,Published before 2019,English,2019,1
J1594,2020,"Feasibility, uptake and impact of a hospital-wide tobacco addiction treatment pathway: Results from the CURE project pilot","<b>INTRODUCTION</b>: Providing comprehensive tobacco addiction treatment to smokers admitted to acute care settings represents an opportunity to realise major health resource savings and population health improvements.
<b>METHODS</b>: The CURE project is a hospital-wide tobacco addiction treatment service piloted in Wythenshawe Hospital, Manchester, UK. The core components of the project are electronic screening of all patients to identify smokers; the provision of brief advice and pharmacotherapy by frontline staff; opt-out referral of smokers to a specialist team for inpatient behavioural interventions; and continued support after discharge.
<b>RESULTS</b>: From 01 October 2018 to 31 March 2019, 92% (13,515/14,690) of adult admissions were screened for smoking status, identifying 2,393 current smokers. Of these, 96% were given brief advice to quit by the admitting team. Through the automated 'opt-out' referral process, 61% patients completed inpatient behavioural interventions with a specialist cessation practitioner (69% within the first 48 hours of admission). Overall, 66% of smokers were prescribed pharmacotherapy. Over one in five of all smokers admitted during this pilot reported that they were abstinent from smoking 12 weeks after discharge (22%) at a cost 183 per quit.
<b>DISCUSSION</b>: National implementation of this cost-effective programme would be likely to generate substantial benefits to public health.",FALSE,Published outside 2019-2025 range,English,2018,1
J687,2019,Implications of parenteral chemotherapy dose standardisation in a tertiary oncology centre,"Background: Dose banding parenteral chemotherapy has the potential to optimise aseptic unit capacity and reduce drug expenditure without compromising the service provided. Method(s): Dose banding tables from NHS England were implemented into the electronic chemotherapy prescribing system. Compliance to the dose bands was analysed and submitted quarterly. Analysis of drug expenditure, drug use and cost per milligram data was also collected. Result(s): Expenditure on the 17 drugs identified in the 2016/17 dose standardisation CQUIN reduced by approximately 100,000 per month over the CQUIN despite an increase in the number of prescribed doses of these drugs. At the beginning of the year, the percentage of work compounded in house was 60%, which was reduced to 51% of total workload at the end of the year due to outsourcing commonly prescribed doses from commercial pharmaceutical aseptic manufacturers. Conclusion(s): Dose banding parenteral chemotherapy is an efficient cost-saving strategy which also can help to increase the capacity of the aseptic unit. Copyright Â© The Author(s) 2018.",FALSE,Copyright indicates publication in 2018.,English,2018,1
J1256,2019,The pharmacy care plan service: Evaluation and estimate of cost-effectiveness,"BACKGROUND: The UK Community Pharmacy Future group developed the Pharmacy Care Plan (PCP) service with a focus on patient activation, goal setting and therapy management. OBJECTIVE(S): To estimate the effectiveness and cost-effectiveness of the PCP service from a health services perspective. METHOD(S): Patients over 50 years of age prescribed one or more medicines including at least one for cardiovascular disease or diabetes were eligible. Medication review and person-centred consultation resulted in agreed health goals and actions towards achieving them. Clinical, process and cost-effectiveness data were collected at baseline and 12-months between February 2015 and June 2016. Mean differences are reported for clinical and process measures. Costs (NHS) and quality-adjusted life year scores were estimated and compared for 12 months pre- and post-baseline. RESULT(S): Seven hundred patients attended the initial consultation and 54% had a complete set of data obtained. There was a significant improvement in patient activation score (mean difference 5.39; 95% CI 3.9-6.9; p < 0.001), systolic (mean difference -2.90 mmHg; 95% CI -4.7 to -1; p = 0.002) and diastolic blood pressure (mean difference -1.81 mmHg; 95% CI -2.8 to -0.8; p < 0.001), adherence (mean difference 0.26; 95% CI 0.1-0.4; p < 0.001) and quality of life (mean difference 0.029; 95% CI 0.015-0.044; p < 0.001). HDL cholesterol reduced significantly and QRisk2 scores increased significantly over the course of the 12 months. The mean incremental cost associated with the intervention was estimated to be 202.91 (95% CI 58.26 to 346.41) and the incremental QALY gain was 0.024 (95% CI 0.014 to 0.034), giving an incremental cost per QALY of 8495. CONCLUSION(S): Enrolment in the PCP service was generally associated with an improvement over 12 months in key clinical and process metrics. Results also suggest that the service would be cost-effective to the health system even when using worst case assumptions. Copyright Â© 2018 The Authors. Published by Elsevier Inc. All rights reserved.",FALSE,"Published in 2018, outside 2019â€“2025 range",English,2018,1
J726,2019,Geriatric Telepsychiatry: Systematic Review and Policy Considerations,"Telemental health (TMH) for older patients has the potential to increase access to geriatric specialists, reduce travel times for patients and providers, and reduce ever growing healthcare costs. This systematic review article examines the literature regarding psychiatric assessment and treatment via telemedicine for geriatric patients. English language literature was searched using Ovid Medline, PubMed, and PsycINFO with search terms including telemedicine, telemental health, aging, and dementia. Abstracts were reviewed for relevance based on inclusion criteria. Multiple study types were reviewed, including open label, qualitative and randomized controlled trial study designs. Data was compiled regarding participants, study intervention, and outcomes. 76 articles were included. TMH was shown to be feasible and well accepted in the areas of inpatient and nursing home consultation, cognitive testing, dementia diagnosis and treatment, depression in integrated and collaborative care models, and psychotherapy. There is limited data on cost-effectiveness of TMH in the elderly. This article will discuss the current barriers to broader implementation of telemedicine for geriatric patients including reimbursement from the Medicare program. Medicare reimbursement for telemedicine is limited to rural areas, which does not allow for the widespread development of telemedicine programs. All Medicare beneficiaries would benefit from increased access to telemedicine services, not only those living in rural areas. As many elderly and disabled individuals have mobility problems, home-based telemedicine services should also be made available. There are efforts in Congress to expand the coverage of these services under Medicare, but strong advocacy will be needed to ensure these efforts are successful. Copyright Â© 2018",FALSE,Copyright indicates publication in 2018.,English,2018,1
J3014,2021,"Percutaneous Coronary Intervention in Patients With Gynecological Cancer: Machine Learning-Augmented Propensity Score Mortality and Cost Analysis for 383,760 Patients","Background: Despite the growing number of patients with both coronary artery disease and gynecological cancer, there are no nationally representative studies of mortality and cost effectiveness for percutaneous coronary interventions (PCI) and this cancer type. Method(s): Backward propagation neural network machine learning supported and propensity score adjusted multivariable regression was conducted for the above outcomes in this case-control study of the 2016 National Inpatient Sample (NIS), the United States' largest all-payer hospitalized dataset. Regression models were fully adjusted for age, race, income, geographic region, cancer metastases, mortality risk, and the likelihood of undergoing PCI (and also with length of stay [LOS] for cost). Analyses were also adjusted for the complex survey design to produce nationally representative estimates. Centers for Disease Control and Prevention (CDC)-based cost effectiveness ratio (CER) analysis was performed. Result(s): Of the 30,195,722 hospitalized patients meeting criteria, 1.27% had gynecological cancer of whom 0.02% underwent PCI including 0.04% with metastases. In propensity score adjusted regression among all patients, the interaction of PCI and gynecological cancer (vs. not having PCI) significantly reduced mortality (OR 0.53, 95%CI 0.36-0.77; p = 0.001) while increasing LOS (Beta 1.16 days, 95%CI 0.57-1.75; p < 0.001) and total cost (Beta $31,035.46, 95%CI 26758.86-35312.06; p < 0.001). Among gynecological cancer patients, mortality was significantly reduced by PCI (OR 0.58, 95%CI 0.39-0.85; p = 0.006) and being in East North Central, West North Central, South Atlantic, and Mountain regions (all p < 0.03) compared to New England. PCI reduced mortality but not significantly for metastatic patients (OR 0.74, 95%CI 0.32-1.71; p = 0.481). Eighteen extra gynecological cancer patients' lives were saved with PCI for a net national cost of $3.18 billion and a CER of $176.50 million per averted death. Conclusion(s): This large propensity score analysis suggests that PCI may cost inefficiently reduce mortality for gynecological cancer patients, amid income and geographic disparities in outcomes. Copyright Â© 2022 Thomason, Monlezun, Javaid, Filipescu, Koutroumpakis, Shobayo, Kim, Lopez-Mattei, Cilingiroglu, Iliescu, Marmagkiolis, Ramirez and Iliescu.",FALSE,"Published in 2022, but language is unknown",Unknown,2022,0.8
J1938,2020,HIV drug treatment cost savings achieved in Scotland 2016-2019,"Background: In 2017, the Scottish HIV Clinical Leads, in collaboration with NHS National Procurement and the third sector, published 'Guidance for costsensitive HIV therapy prescribing guidance in NHS Scotland' detailing eight key strategies to increase cost-efficiency for antiretroviral treatment whilst maintaining excellent clinical outcomes. The guidance was updated in 2018 and a new version is in preparation. Method(s): Framework agreements for generic HIV medicines, tendered by National Procurement deliver a single price for each medicine enabling a consistent approach to prescribing across NHS Scotland. A nationally agreed approach to use generic HIV therapy emphasises that cost and affordability of medicines are integral to prescribing decisions. Publicly-available guidelines therefore signal an appetite for generics to manufacturers and also provide a useful negotiation tool in discussions with suppliers of branded medicines. Cost savings from March 2016 to March 2019 were quantified using centrallyheld prescribing data from NHS National Procurement. Result(s): Introduction of cost sensitive prescribing guidance in conjunction with a proactive procurement approach generated significant savings on HIV medicines for NHS Scotland. Beyond generics, negotiations with suppliers of branded medicines led to a price reduction of single tablet regimens. The annual HIV treatment cost in NHS Scotland in the 3 years to March 2019 fell from 19.25 million to 7.45 million per year; a recurrent saving of 11.8 million. This represents a 61% saving on baseline HIV treatment expenditure in 2016, despite the number of individuals receiving antiretroviral treatment increasing by 11% during the period. Building on this collaboration between HIV clinicians and Procurement, Scotland awarded a contract for generic emtricitabine/tenofovir from November 2017 supporting the NHS-funded pre-exposure prophylaxis programme at a significantly reduced cost. This produced estimated costavoidance of a further 7 million on HIV prevention drugs to 2019. Conclusion(s): With the support of patients and the third sector, significant savings have been generated by collaborative working between clinicians and procurement professionals. NHS Scotland has maintained excellent HIV outcomes meeting including UNAIDS 90:90:90 targets. Where there are alternative positive treatment options, increased clinician awareness of drug costs has informed decision making. This methodology may be transferable to other therapeutic areas.",FALSE,Published before 2019,English,2020,1
J657,2019,Trial Versus No Trial of Spinal Cord Stimulation for Chronic Neuropathic Pain: Cost Analysis in United Kingdom National Health Service,"Objectives: The aim of the current project was to evaluate the spinal cord stimulation (SCS) screening trial success rate threshold to obtain the same cost impact across two identical sets of patients following either a prolonged screening trial prior to implantation strategy or a full implant without a screening trial. Material(s) and Method(s): A cost impact analysis was carried out from a health care perspective and considered trial to implant rates reported in the literature. Items of resource use were costed using national averages obtained from the National Health Service (NHS) reference cost data base. Cost components were added up to derive total patient level costs for the NHS. Only the costs associated with the screening trial procedures and devices were considered. Result(s): The most conservative of our estimates suggest that a failure rate of less than 15% is cost saving to the NHS. A failure rate as high as 45% can also be cost saving if the less expensive nonrechargeable SCS devices are used. All the thresholds observed represent a considerably higher screening failure rate than that reported in the latest randomized controlled trials (RCTs) of SCS. A trial to implant ratio of 91.6% could represent savings between 16,715 (upper bound 95% CI of rechargeable implantable pulse generator [IPG] cost) and 246,661 (lower bound 95% CI of nonrechargeable IPG cost) per each 100 patients by adopting an implantation only strategy. Conclusion(s): Considerable savings could be obtained by adopting an implantation strategy without a screening trial. It is plausible that accounting for other factors, such as complications that can occur with a screening trial, additional savings could be achieved by choosing a straight to implant treatment strategy. Nevertheless, additional evidence is warranted to support this claim. Copyright Â© 2018 The Authors. Neuromodulation: Technology at the Neural Interface published by Wiley Periodicals, Inc. on behalf of International Neuromodulation Society.",FALSE,Copyright indicates publication in 2018.,English,2018,1
J621,2019,"A case study exploring the effectiveness of an innovative 5Q Care Test"" to determine whether patients with complex needs require health or social care""","A case study was conducted in 2016 to evaluate the effectiveness of an innovation to enable people with complex"" care requirements to be discharged from hospital to an appropriate service for their care, without using the NHS England Continuing Health Care (CHC) assessment. The setting was a rural district general hospital in England, where the quality outcomes and cost-effectiveness of the CHC assessment being conducted in hospital were giving cause for concern. The NHS CHC Framework advocates conducting these assessments in the community where a more accurate indication of long-term care can be determined. The ""5Q Care Test"" was collaboratively developed with health and social care partners, care providers, and CHC interest groups, including users of the services. It was implemented as a tool to support moving the CHC assessment into the community, as it enabled practitioners to swiftly determine patients' appropriate initial care pathway out of hospital. A full economic impact analysis was conducted 7 months after the tool was introduced. The results showed significant improvement in the quality and cost-effectiveness of the ""5Q Care Test,"" with a reduction in the hospital length of stay, which is known to be associated with improved outcomes for patients and financial savings. Copyright Â© 2018 John Wiley & Sons Ltd.""",FALSE,"Published in 2018, outside the 2019-2025 range",English,2018,1
J840,2019,Reducing Trainee Service Provision Burden: An Audit of Cardiac Surgical Follow-Up,"Objective: To standardize the discharge policy for outpatient appointments and reduce the burden of service provision placed on trainee surgeons. Design(s): Retrospective audit of practice followed by a prospective audit following our intervention. Setting(s): Cardiac surgery outpatient clinic at Liverpool Heart and Chest Hospital, a large tertiary cardiothoracic center in the United Kingdom. Participant(s): All patients (total 1002) attending postcardiac surgery follow-up appointments in the periods January to March 2015 (n = 428), February to March 2016 (n = 250), and February to March 2017 (n = 324). Result(s): Introduction of departmentally agreed guidelines on discharge from follow-up reduced the number of inappropriate recalls among patients attending their first postoperative appointment (4.6% vs 17.6%; p < 0.001), which was maintained at 1 year (4.5% vs 17.6%; p < 0.001). In the initial cohort, a significantly higher proportion of patients were inappropriately recalled if they were seen by registrars who were not from the operating consultant's team (11.7% vs 24.1%; p = 0.007); this was not apparent after the guidelines were introduced (5.4% vs 3.8%; p = 0.62). There was no increase in the number of patients referred back to the cardiac surgical department after introduction of the guidelines (0.71% vs 2.8%; p = 0.078). We calculated an annual cost saving of 3841 ($5377). There was a significant increase in the number of new patients seen by trainees in each clinic (0.15 vs 0.38, p = 0.04). Conclusion(s): Implementation of a discharge guideline decreased the number of unnecessary attendances at the outpatient clinic without an increase in subsequent re-referrals and was cost neutral. Trainees were able to assess more new referrals, increasing the educational value of the clinics. Copyright Â© 2018 Association of Program Directors in Surgery",FALSE,"Published in 2018, outside 2019-2025 range",English,2018,1
J710,2019,Rationalization nivolumab by strategies cost-analysis,"Objective/purpose: Nivolumab, anti-programmed death (PD)-1 agent, has shown good results in terms of efficacy and tolerability in different oncohematological pathologies; however, the high cost of these agents has led to the needing of the optimization of its use in health-care systems. The aim of this work is to describe the use of nivolumab in a thirdlevel hospital and to analyze changes in cost using different dosing-strategies for nivolumab Study design/methods: The use of nivolumab was recorded (2017), for all prescribed indications. The total nivolumab-cost (3 mg/kg Q2W) was compared with three different dosing strategies: Strategy 1: Fixed-dosing of 240mg Q2W. Strategy 2: Dose-banding. Single doses were 10% of calculated body weight for a specific band based on vial size presentations of nivolumab (40-100 mg) to reduce the wastage. Strategy 3: To group the patients on treatment with nivolumab the same day for minimize the waste of vials. The relative cost change of each strategy was compared to the total cost of nivolumab during the study period and was calculated as the total difference-cost and as percentages (%). A negative sign for the relative cost represents reduced cost(savings) and a positive sign represents increased. Results/key findings: During 2017, 18 patients have been treated with nivolumab (eight for lung cancer, five melanoma, three non-Hodgkin lymphoma, one colorectal cancer and one renal cancer). Fifty percent of included patients were men and the median age was 55.7 years. The mean doses administered were 15.1. The nivolumab cost during this year was 546,807.5E. Cost-changes for the three different strategies were: Strategy 1: 577.194,4E total-cost (+30.386,9E; + 5.6%) Strategy 2: 502.572,3E (44.235,2E; 8.1%) Strategy 3: 531.464,6E (15.342,9E; 2.8%). Conclusion/recommendations: Our results shows that the dose-banding strategies (currently used throughout hospitals in England) can help to further improve cost-effectiveness of nivolumab, expecting in our scenario a saving of 44,235.2E (8.1%) in 2017.",FALSE,"Published in 2017, outside 2019â€“2025 range",English,2017,1
J2058,2020,"Economic evaluation of mindfulness group therapy for patients with depression, anxiety, stress and adjustment disorders compared with treatment as usual","Background A randomised controlled trial found that a structured mindfulness group therapy (MGT) programme was as effective as treatment as usual (mostly cognitive-behavioural therapy) for patients with a diagnosis of depression, anxiety or stress and adjustment disorders in Sweden (ClinicalTrials.gov: NCT01476371).Aims To perform a cost-effectiveness analysis of MGT compared with treatment as usual from both a healthcare and a societal perspective for the trial duration (8 weeks).Method The costs from a healthcare perspective included treatment as usual, medication and costs for providing MGT. The societal perspective included costs from the healthcare perspective plus savings from productivity gains for the trial duration. The effectiveness was measured as quality-adjusted life-years (QALY) using the EQ-5D-5L questionnaire and the UK value set. Uncertainty surrounding the incremental costs and effects were estimated using non-parametric bootstrapping with 5000 replications and presented with 95% confidence intervals and cost-effectiveness acceptability curves.Results The MGT group had significantly lower healthcare and societal costs (mean differences -115 (95% CI -193 to -36) and -112 (95% CI -207 to -17), respectively) compared with the control group. In terms of effectiveness, there was no significant difference in QALY gain (mean difference -0.003, 95% CI -0.0076 to 0.0012) between the two groups.Conclusions MGT is a cost-saving alternative to treatment as usual over the trial duration from both a healthcare and a societal perspective for patients with a diagnosis of depression, anxiety or stress and adjustment disorders in Sweden. Â© Copyright The Royal College of Psychiatrists 2018.",FALSE,"Published in 2018, outside 2019-2025 range",English,2018,1
