id,Year,Title,Abstract,include_stage2,reason_stage2,include_stage3,reason_stage3,include_stage4,reason_stage4,publication_type,confidence_stage4,include_stage5,reason_stage5,has_comparator,detected_comparator,has_primary_outcomes,detected_outcomes,confidence_stage5
J6238,2025,Physiotherapists' delivery of cognitive functional therapy in clinical practice: perceived facilitators and barriers from a socioecological perspective,"<b>PURPOSE</b>: Cognitive functional therapy (CFT) is a person-centred biopsychosocial intervention for chronic low back pain, with large sustained clinical and economic benefits. This study explored the experiences of physiotherapists delivering CFT in their usual clinical practice after being trained to competency for the RESTORE clinical trial.
<b>MATERIALS AND METHODS</b>: A qualitative study design was used. Fifteen primary care physiotherapists were interviewed (seven female, clinical experience 3-25 years). An inductive-deductive content analysis was used, including the Theoretical Domains Framework and socioecological model.
<b>RESULTS</b>: Facilitators and barriers were identified within and between individual, micro (clinical interface), meso (health service), and macro (health system) levels. Physiotherapists reported feeling competent and skilled delivering CFT. At the microsystem, this was influenced by time and their evolving professional identity. At the mesosystem, social support within the clinical community and positive patient outcomes facilitated CFT, while disunity in pain management across the health system and inadequate remuneration were barriers. Societal beliefs about pain, shifts in professional identity, and funding models influenced delivery at the macrosystem.
<b>CONCLUSIONS</b>: This study highlights multilevel facilitators and barriers that physiotherapists perceive when implementing CFT. Targeting these may help to optimise the implementation of this promising intervention, thereby contributing to better patient outcomes.",TRUE,"Unclear setting, flagged for review",TRUE,Study involves primary care physiotherapists in clinical practice.,TRUE,"Qualitative study in clinical practice, likely peer-reviewed.",Peer-reviewed,0.9,FALSE,No comparison group or primary outcomes detected,FALSE,Unknown,FALSE,[],0.9
J6239,2025,216 The role of text message triage in assessing eligibility for lung cancer screening,"Introduction Lung cancer screening (LCS) is unique amongst other screening programmes in the United Kingdom as it uses personalised risk scores to determine screening eligibility. Individuals who have ever smoked according to their primary care records are invited to undergo eligibility assessment. However, smoking histories may be recorded inaccurately, leading to inappropriate invitation of never-smokers for eligibility assessment. We evaluated the potential uptake and cost of text message triage in clarifying smoking history in our regional LCS programme. Methods Our invitation pathway is summarised in Figure 1. Between 24 April and 24 July 2024, we trialled the use of an NHS-approved digital communication platform to send a text message to all potential participants to confirm their smoking status. Data were extracted from the platform, while staff costs were calculated using NHS pay scales. Results 9,668 potential LCS participants were sent a text message. 36.0% (n = 3,483/9,669) of individuals responded, while 8.78% (n = 849/9668) of messages failed delivery, for example, if there was no working mobile number. 4.31% (417/9,668) of all potential participants and 12.0% (n = 417/3,483) of responders self-identified as never-smokers and were ineligible for further triage. Implementation of the communication platform in our programme was estimated at 28,000 annually. On the other hand, each ten-minute telephone call for eligibility assessment costs approximately 9.65 (booklet: 0.05, invitation letter: 0.60, phone cost: 0.27, staff costs: 8.73). Conclusion Text message triage had a low response rate in our regional LCS programme, limiting its potential. Further qualitative evaluation of why uptake rates were low, accuracy of responses as well as cost-effectiveness are required prior to using text messaging services in LCS programmes. [Formula presented] Disclosure LC and RC are employed by Accurx. Copyright Ã‚Â© 2025 Elsevier Inc. All rights reserved.",TRUE,Study conducted in the UK with NHS involvement.,TRUE,Study involves NHS-approved platform in lung cancer screening.,TRUE,Peer-reviewed article in Elsevier journal,Peer-reviewed,0.9,FALSE,No clear comparator group detected,FALSE,Unknown,TRUE,"['cost', 'utilization']",0.8
J6243,2025,Clinical Pharmacist and Clinical Nurse Specialist led medicine optimisation and medication adherence via eArly identifiCation advanCed gEriatric aSsesSment (ACCESS) tool in Senior Adult Oncology Programme (SAOP),"Background: Comprehensive geriatric assessment evaluates key health domains for older adults, focusing on medicine optimisation and medication adherence to improve tolerability and quality of life for older adults on systematic anticancer therapy. The Royal Marsden (RM) Senior Adult Oncology Programme (SAOP) provides multidisciplinary geriatric assessment and interventions for patients >= 70 undergoing systematic anticancer therapy. Aim(s): We designed an ACCESS (eArly identifiCation advanCed gEriatric aSsesSment) tool to enhance efficiency of SAOP outpatient clinics by facilitating geriatric assessment including medications, nutrition, social support, mood, and functional assessments. Setting(s): SAOP at RM NHS Foundation Trust, London, UK. Development: Developed by SAOP pharmacist and clinical nurse specialist with input from SAOP multidisciplinary team, the ACCESS tool includes medication review patient counselling deprescribing, and comorbidity management, aligning with the Royal Pharmaceutical Society Advanced Pharmacy Framework. Implementation: From January to December 2022, ACCESS was implemented in three steps: screening with Senior Adult Oncology Programme v 3 (SAOP3) questionnaire, remote consultation based on results, and medication review and patient counselling for complex medication needs, enhancing patient engagement and treatment understanding. Evaluation: The practice was audited through the implementation process. Quantitative data from staff and 100 patients who were users of the SAOP service and ACCESS tool revealed higher medication adherence, improved identification of inappropriate medications, and enhanced confidence in managing complex geriatric oncology cases. Conclusion(s): The ACCESS tool, led by clinical pharmacist and clinical nurse specialist has improved outpatient clinic efficiency, patient satisfaction, and healthcare coordination. It allows personalised follow-up plans for older adults with complex health issues on anticancer therapy. Regular multidisciplinary team meetings and digital health records enhance care coordination and decision-making for older adults with cancer. Copyright Ã‚Â© The Author(s), under exclusive licence to Springer Nature Switzerland AG 2025.",TRUE,"Study conducted at RM NHS Foundation Trust, London, UK.",TRUE,Study occurs in NHS outpatient clinic setting.,TRUE,Appears to be a peer-reviewed article.,Peer-reviewed,0.9,FALSE,No explicit or implicit comparator detected,FALSE,Unknown,TRUE,['pro'],0.8
J6245,2025,"A qualitative analysis of Allied Health Professions views on the benefits, challenges and evaluation of digital health interventions","Purpose: Digital health interventions (DHIs) are poised to transform healthcare, improving efficiency and accessibility through technologies like telemedicine and mobile applications. Despite the NHS's anticipated 12 million investment in integrating these interventions, little research has examined allied health professionals' (AHPs) attitudes towards DHIs. This study aims to investigate AHPs' perceptions of the benefits, barriers, and evaluation competence of DHIs. Method(s): A qualitative online survey targeting AHPs across the UK was conducted between February 2023 and May 2023. Survey questions covered 1) demographics, 2) perceptions of digital literacy, 3) attitudes towards DHIs, and 4) evaluation of DHIs. Data were analysed using thematic analysis. Consensus meetings were held with the research team to review and finalize the findings. Result(s): Sixty AHPs from eight allied health disciplines participated in the study. Participants' perceptions of DHIs were mixed, recognising its benefits in empowering self-management and improving clinical efficiency but also aware of its limitations in confidentiality and the need for digital health literacy. Regarding how AHPs evaluated DHIs, they emphasised the significance of ensuring acceptability, effectiveness, and safety to increase DHI usage. Participants also stressed that more randomised control trials and beta testing would improve their confidence in DHIs. Conclusion(s): The findings highlight the importance of addressing current limitations for successful DHI implementation. AHPs are optimistic about integrating DHIs into practice, but more training and evidence-based research are needed to build assurance and trust. Future research should consider individual interviews for a deeper exploration that surveys alone cannot provide; this will further unfold AHPs' perceptions noted in this study. Impact: By identifying the perceived advantages and drawbacks of digital health interventions among allied health practitioners, and evaluating their knowledge of DHIs such as clinical decision support systems, wearable technology, telerehabilitation, and artificial intelligence algorithms, this study provides stakeholders with valuable insights for future actions and framework development. These findings will support the successful integration of DHIs into allied health practice. Additionally, the study could shed light on the development of a global education framework for AHPs, emphasizing the importance of digital proficiency in both undergraduate and postgraduate training. Funding acknowledgements: This project was funded by the British Council. Keywords: qualitative study, digital health interventions, allied health Copyright Ã‚Â© 2025",TRUE,Study conducted in the UK with NHS reference,TRUE,Study involves AHPs likely working in NHS or community settings.,TRUE,"Qualitative study in a reputable journal, not a protocol or commentary.",Peer-reviewed,0.9,FALSE,No comparator group or primary outcomes with numeric estimates,FALSE,Unknown,TRUE,"['clinical', 'safety']",0.9
J6246,2025,"StakeholdersÃ¢â‚¬â„¢ perceptions and experiences of factors influencing the commissioning, delivery, and uptake of general health checks: a qualitative evidence synthesis","- Background General health checks are integral to preventive services in many healthcare systems. They are offered, for example, through national programmes or commercial providers. Usually, general health checks consist of several screening tests to assess the overall health of clients who present without symptoms, aiming to reduce the population's morbidity and mortality. A 2019 Cochrane review of effectiveness studies suggested that general health checks have little or no effect on either allÃ¢â‚¬Âcause mortality, cancer or cardiovascular mortality or cardiovascular morbidity. These findings emphasise the need to explore the values of different stakeholder groups associated with general health checks. Objectives To identify how stakeholders (i.e. healthcare managers or policymakers, healthcare providers, and clients) perceive and experience general health checks and experience influencing factors relevant to the commissioning, delivery and uptake of general health checks. Also, to supplement and contextualise the findings and conclusions of a 2019 Cochrane effectiveness review by KrogsbÃƒÂ¸ll and colleagues. Search methods We searched MEDLINE (Ovid) and CINAHL (EBSCO) and conducted citationÃ¢â‚¬Âbased searches (e.g. reference lists, effectiveness reviewÃ¢â‚¬Âassociated studies and cited references in our included studies). The original searches cover the period from inception to August 2022. The results from the update search in September 2023 have not yet been incorporated. Selection criteria We included primary studies that utilised qualitative methods for data collection and analysis. Included studies explored perceptions and experiences of commissioning, delivery and uptake of general health checks. Stakeholders of interest were healthcare managers, policymakers, healthcare providers and adults who participate (clients) or do not participate (potential clients) in general health checks. The general health check had to include screening tests for at least two diseases or risk factors. We considered studies conducted in any country, setting, and language. Data collection and analysis We applied a prespecified sampling frame to purposefully sample a variety of eligible studies. This sampling approach allowed us to capture conceptually rich studies that described the viewpoints of different stakeholder groups from diverse geographical regions and different settings. Using the framework synthesis approach, we developed a framework representing individual, intervention and contextual factors, which guided data extraction and synthesis. We assessed the methodological limitations of each study using an adapted version of the Critical Appraisals Skills Programme (CASP) tool. We applied the GRADEÃ¢â‚¬ÂCERQual (Confidence in the Evidence from Reviews of Qualitative Research) approach to assess our confidence in each finding. Main results One hundred and fortyÃ¢â‚¬Âsix studies met the inclusion criteria, and we sampled 36 of these for our analysis. While most of the studies were set in highÃ¢â‚¬Âincome countries in Europe, nearly a third (11/36) were set in culturally diverse middleÃ¢â‚¬Âincome countries across Eastern Europe, South and Southeast Asia, and Latin America. Sixteen sampled studies were conducted in primary and community healthcare settings, four in workplace settings and four in community settings. Included studies explored the perceptions and experiences of clients (n = 25), healthcare providers (n = 15) and healthcare managers or commissioners (n = 9). We grouped the findings at the individual level, intervention level and surrounding context. The findings at the individual level mainly reflect the clientÃ¢â‚¬â„¢s perspective. General health checks helped motivate most clients to change their lifestyles. They were trusted to assess their health objectively, finding reassurance through professional confirmation (moderate confidence). However, those who feared negative results or relied on symptomÃ¢â‚¬Âbased care were more reluctant to attend (moderate confidence). Perceptions of disease, risk factors and prevention affected ptake (high confidence). Some clients felt an obligation to their families and society to maintain and improve their health through general health checks (moderate confidence). Healthcare providers played a crucial role in motivating participation, but negative experiences with unqualified providers discouraged attendance (moderate confidence). The availability and accessibility of general health checks and awareness systems played significant roles in clientsÃ¢â‚¬â„¢ decisionÃ¢â‚¬Âmaking. Factors such as time and concerns that health insurance may not cover potential treatment costs influenced attendance (moderate confidence). The findings at the intervention level drew on the perspectives of all three stakeholder groups, with a strong focus on the healthcare provider's perspective. Healthcare providers and clients considered it essential that general health check providers were skilled and culturally competent (high confidence). Barriers to delivery included time competition with curative care, staff changes and shortages, resource limitations, technical issues, and reimbursement challenges (moderate confidence). Stakeholders thought innovative and diverse settings might improve access (moderate confidence). The evidence suggests that clients appreciated a comprehensive approach, with various tests. At the same time, healthcare providers deemed individualised approaches tailored to clients' health risks suitable, focusing on improving rather than abandoning general health checks (low confidence). The perspectives on the effectiveness of general health checks differed among healthcare commissioners, managers, providers, and clients (moderate confidence). Healthcare providers and clients recognised the importance of information, invitation systems, and educational approaches to create awareness of general health check availability and their respective advantages or disadvantages (moderate confidence). Clients considered explaining test results and providing recommendations as key elements of general health checks (low confidence). We have low or very low confidence in findings related to the contextual level and reasons for commissioning general health checks. The evidence suggests that cultural background, social norms, religion, gender, and language shape the perception of prevention and disease, thereby influencing the uptake of general health checks. Policymakers thought that a favourable political climate and support from various stakeholders are needed to establish general health checks. Authors' conclusions Despite the lack of effectiveness in the quantitative review, our findings showed that general health checks remain popular amongst clients, healthcare providers, managers and policymakers across countries and settings. Our data did not offer strong evidence on why these are commissioned, but it did point to these interventions being valued in contexts where general health checks have long been established. General health checks fulfil specific wants and needs, and deÃ¢â‚¬Âimplementation strategies may need to offer alternatives before a constructive debate can take place about fundamental changes to this widely popular or, at least, accepted service. Plain language summary What influences people to fund, provide, and attend general health checks? Key messages Ã¢â‚¬Â¢ People decide to get general health checks based on several things, such as being aware of general health checks and getting reminders from family, friends, or healthcare providers. In places where general health checks and treatment are not free, resources like time and money also play a role. Some people avoid general health checks because they are afraid of bad results. Ã¢â‚¬Â¢ We found less information about healthcare funders and providers, so we do not fully understand what drives their decisions about funding or delivering general health checks. Ã¢â‚¬Â¢ People should think carefully about whether to have a general health check, weighing up the pros and cons and taking into account their own health and situation. What are general health checks? General health chec s are routine health examinations offered to people who feel healthy, especially in wealthier countries. They include screening for various cancers, and assessing people's risk of getting diabetes or heart disease. These checks are believed to help by spotting risks or diseases early so they can be treated, or so people can make changes to their lifestyle. However, there may be risks. For example, people might receive a wrong screening diagnosis and have to undergo further testing, and possibly unnecessary treatment. General health checks are expensive to provide, and research shows that they may not be effective for preventing heart disease. What did we want to find out? Demand for general health checks remains high, but we don't know whether they significantly help to reduce death, cancer and heart disease. We wanted to understand what factors lead policyÃ¢â‚¬Âmakers, healthcare managers and providers, and clients to fund, provide and attend general health checks. What did we do? We searched for studies where policyÃ¢â‚¬Âmakers, healthcare managers, healthcare providers and clients shared their views and experiences. We evaluated the quality of each study individually and summarised the findings. What did we find? We found 146 studies, and selected 36 of them to analyse. Most studies took place in highÃ¢â‚¬Âincome European countries, with a third from middleÃ¢â‚¬Âincome countries in Eastern Europe, South and Southeast Asia, and Latin America. Most clients, healthcare providers and policyÃ¢â‚¬Âmakers had similar perceptions and experiences of general health checks. We developed 22 findings and judged our confidence in these findings to be high, moderate, low, or very low, indicating how likely the finding represents what we sought to study. 1. We have high confidence in the evidence of the following findings. Ã¢â‚¬Â¢ ClientsÃ¢â‚¬â„¢ perceptions of the disease, prevention and risk affect uptake. Ã¢â‚¬Â¢ Both healthcare providers and clients believe that people who provide general health checks need to be skilled and understand the clients' culture. 2. We have moderate confidence in the evidence of the following findings. Ã¢â‚¬Â¢ Many clients see general health checks as a way to get an objective health assessment, reassurance from health professionals and motivation for healthier living. Ã¢â‚¬Â¢ Clients who fear bad results or who only seek care when they have symptoms are less likely to attend. Ã¢â‚¬Â¢ Some clients feel a duty to their families or society to attend health checks, believing it helps maintain or improve their health. Ã¢â‚¬Â¢ Interaction with healthcare providers can either encourage or discourage attendance. Ã¢â‚¬Â¢ Availability, accessibility and clear information are crucial in clients' decisionÃ¢â‚¬Âmaking process. Ã¢â‚¬Â¢ Factors like time, money and health insurance affect whether people attend. Ã¢â‚¬Â¢ Healthcare providers face barriers to delivering general health checks, like time constraints, staff shortages, limited resources, technical issues and complicated reimbursement processes. Some believe offering general health checks in locations like supermarkets or churches might improve access. Ã¢â‚¬Â¢ Healthcare funders, managers, providers and clients have different views on how beneficial general health checks actually are. Ã¢â‚¬Â¢ Healthcare providers and clients feel that raising awareness of general health checks, including their benefits and risks, requires clear information, effective invitation systems and educational efforts. 3. We have low or very low confidence in the following findings. Ã¢â‚¬Â¢ Clients prefer a broad range of tests, while healthcare providers favour more tailored testing, based on the person's needs. Ã¢â‚¬Â¢ For clients, clear explanations of test results and recommendations are important. Everyone agrees that followÃ¢â‚¬Âup care is essential to make general health checks meaningful. Ã¢â‚¬Â¢ Clients report that cultural background, social norms, religion, gender and language shape how people perceive prevention and disease, which influences their decision to attend general health checks. Ã¢â‚¬Â¢ PolicyÃ¢â‚¬Âmakers believe that a supportive political climate and backing from various groups are necessary to implement general health checks. What are the limitations of the evidence? We tried to include a sample of studies representing diverse geographical regions, settings, and people. However, there were gaps in the research, so we could not get a clear picture of everything we were interested in. In particular, information about funders and providers is probably incomplete. How upÃ¢â‚¬ÂtoÃ¢â‚¬Âdate is this evidence? We searched for studies in January 2022 and August 2022. The studies that we analysed were published between 1995 and 2021.",TRUE,"Unclear setting, flagged for review",TRUE,Study includes primary and community healthcare settings.,TRUE,Qualitative evidence synthesis in peer-reviewed journal.,Peer-reviewed,0.9,FALSE,Qualitative synthesis without numeric comparative outcomes,FALSE,Unknown,FALSE,['other'],0.9
J6247,2025,Exploring the potential cost-effectiveness and societal burden implications of screening for fracture risk in a UK general radiography setting,Background,TRUE,Study is applied to a UK setting.,TRUE,"Study occurs in a UK general radiography setting, likely NHS.",TRUE,"Unclear publication type, flagged for review",Unknown,0.7,FALSE,Abstract lacks explicit comparator and primary outcomes,FALSE,Unknown,FALSE,[],0.7
J6248,2025,On the Cusp-A Questionnaire-Based Assessment of Implementing PIVOTAL Into UK Practice,"BACKGROUND: Anemia is a common occurrence in people with chronic kidney disease and end-stage kidney disease. Intravenous administration of iron is standard treatment for people undergoing maintenance hemodialysis. However, until the recent PIVOTAL randomized control trial, there was uncertainty around clinically effective regimens. This study found that among incident, people receiving hemodialysis in the first year, a proactive high-dose intravenous iron regimen was superior to reactive low-dose regimen, leading to reduced mortality and cardiac events. Our study investigated whether the research and guidelines have been successfully implemented into clinical care across the United Kingdom, identified barriers experienced, and explored our local hemodialysis population's awareness of the treatment they are receiving. METHOD(S): We conducted a cross-sectional survey using a convenient sample of UK-based kidney physicians working in the NHS and local people receiving hemodialysis. Two preconceived, standardized questionnaires were designed. RESULT(S): Forty physicians responded. Of these, 40% had implemented a proactive iron protocol, whereas 37.5% had not. Respondents acknowledged concerns about doses of iron and the need for local protocols. Thirty-seven patients responded to the patient questionnaire within our own hemodialysis unit. Fifty-one percent of patients reported to be receiving iron supplementation, of which 84% stated it was intravenous through their dialysis machine. CONCLUSION(S): We have not observed a paradigm shift in clinical practice and identified poor patient understanding of their treatment. Strategies to overcome barriers are necessary to introduce treatments that offer both clinical advantages and cost savings. Eliminating futile practice is challenging due to departmental prioritization and economic considerations. Traditionally, efforts to improve care are targeted towards newer therapies; however, there is an opportunity to improve implementation of current evidence. Copyright Ã‚Â© 2025 Wiley Periodicals LLC.",TRUE,Study conducted in UK and applied to NHS setting,TRUE,Study involves NHS hemodialysis settings.,TRUE,Peer-reviewed article in a reputable journal,Peer-reviewed,0.9,FALSE,No explicit comparator or primary outcome measured,FALSE,Unknown,FALSE,[],0.8
J6249,2025,Economic Burden and Cost-Effectiveness of Management of Non-Infectious Uveitis: A Systematic Review,"Purpose: To evaluate the economic burden and cost-effectiveness of interventions and management of non-infectious uveitis (NIU). Method(s): A comprehensive search was conducted across Medline, Embase, and Scopus databases from inception to March 2023. Risk of bias assessments were conducted using the Joanna Briggs Institute critical appraisal tools. Result(s): A total of 24 articles consisting of 16 economic burden studies (67%) and 9 cost-effectiveness or cost-utility studies (38%) met the inclusion criteria. Annual direct medical costs ranged from $16,428 to $134,135 USD 2023, with costs being 4.3 times higher for those with blindness compared to those without vision loss. Direct medical costs for corticosteroid, immunosuppressive, and biologic therapies were $19,497, $29.979, and $45,830, respectively. Indirect costs ranged from $806 to $57,170, with costs being 2.1 times higher for persistent NIU and 2.3 times higher for those with blindness. Annual medication and intervention costs ranged from $345 to $13,134, with prescription drug costs being 60% higher for blind patients compared to those with moderate vision loss. Overall, cost-effectiveness analyses show promise for treatments like adalimumab and certain implants, though the extent of economic benefit depends on price reductions and healthcare system variations. Varying parameters like willingness-to-pay (WTP) thresholds and input parameters further complicated comparability. Conclusion(s): NIU poses a significant economic impact, particularly in patients with blindness and those on advanced therapies. While evidence is growing in Western countries like the US and UK, further research in non-westernized countries is warranted for a comprehensive, global understanding of the disease's economic burden. Copyright Ã‚Â© 2025 Taylor & Francis Group, LLC.",TRUE,Mentions UK as a setting for evidence.,TRUE,Study likely involves NHS settings due to UK context and healthcare cost analysis.,TRUE,Peer-reviewed systematic review article,Peer-reviewed,0.9,FALSE,Systematic review without explicit comparative effects,FALSE,Unknown,TRUE,"['cost', 'clinical']",0.8
J6254,2025,Financial Rewards for Smoking Cessation during Pregnancy and Birth Weight: A Meta-Analysis,"Importance  Offering pregnant women financial rewards to stop smoking is associated with a more than 2-fold increase in smoking cessation and is cost-effective; however, it is possible that the association is the result of gaming of the outcome measure (eg, not smoking for 24 hours before outcome measurement using a carbon monoxide breath test). Birth weight is an outcome measure that is independent of the rewards process.",TRUE,"Unclear setting, flagged for review",TRUE,Pregnancy management implies NHS or community health setting.,TRUE,Appears to be a peer-reviewed meta-analysis.,Peer-reviewed,0.9,FALSE,Comparator unclear; lacks explicit/implicit comparison with numeric deltas.,FALSE,Unknown,TRUE,['cost'],0.7
J6255,2025,Impact and effect of imaging referral guidelines on patients and radiology services: a systematic review,"Objectives: The objective of this systematic review was to offer a comprehensive overview and explore the associated outcomes from imaging referral guidelines on various key stakeholders, such as patients and radiologists. Material(s) and Method(s): An electronic database search was conducted in Medline, Embase and Web of Science to retrieve citations published between 2013 and 2023. The search was constructed using medical subject headings and keywords. Only full-text articles and reviews written in English were included. The quality of the included papers was assessed using the mixed methods appraisal tool. A narrative synthesis was undertaken for the selected articles. Result(s): The search yielded 4384 records. Following the abstract, full-text screening, and removal of duplication, 31 studies of varying levels of quality were included in the final analysis. Imaging referral guidelines from the American College of Radiology were most commonly used. Clinical decision support systems were the most evaluated mode of intervention, either integrated or standalone. Interventions showed reduced patient radiation doses and waiting times for imaging. There was a general reduction in radiology workload and utilisation of diagnostic imaging. Low-value imaging utilisation decreased with an increase in the appropriateness of imaging referrals and ratings and cost savings. Clinical effectiveness was maintained during the intervention period without notable adverse consequences. Conclusion(s): Using evidence-based imaging referral guidelines improves the quality of healthcare and outcomes while reducing healthcare costs. Imaging referral guidelines are one essential component of improving the value of radiology in the healthcare system. Clinical relevance statement: There is a need for broader dissemination of imaging referral guidelines to healthcare providers globally in tandem with the harmonisation of the application of these guidelines to improve the overall value of radiology within the healthcare system. Key Points: The application of imaging referral guidelines has an impact and effect on patients, radiologists, and health policymakers. The adoption of imaging referral guidelines in clinical practice can impact healthcare costs and improve healthcare quality and outcomes. Implementing imaging referral guidelines contributes to the attainment of value-based radiology. Copyright Ã‚Â© The Author(s) 2024.",TRUE,"Unclear setting, flagged for review",TRUE,Imaging guidelines impact clinical practice in healthcare settings.,TRUE,"Systematic review likely peer-reviewed, not a protocol or commentary",Peer-reviewed,0.9,FALSE,Systematic review without explicit numeric comparisons,FALSE,Unknown,TRUE,"['clinical', 'cost', 'time', 'utilization']",0.8
J6259,2025,Using routine primary care data in research: (in)efficient case studies and perspectives from the Asthma UK Centre for Applied Research,"Aim We aimed to identify enablers and barriers of using primary care routine data for healthcare research, to formulate recommendations for improving efficiency in knowledge discovery. Background Data recorded routinely in primary care can be used for estimating the impact of interventions provided within routine care for all people who are clinically eligible. Despite official promotion of 'efficient trial designs', anecdotally researchers in the Asthma UK Centre for Applied Research (AUKCAR) have encountered multiple barriers to accessing and using routine data. Methods Using studies within the AUKCAR portfolio as exemplars, we captured limitations, barriers, successes, and strengths through correspondence and discussions with the principal investigators and project managers of the case studies. Results We identified 14 studies (8 trials, 2 developmental studies and 4 observational studies). Investigators agreed that using routine primary care data potentially offered a convenient collection of data for effectiveness outcomes, health economic assessment and process evaluation in one data extraction. However, this advantage was overshadowed by time-consuming processes that were major barriers to conducting efficient research. Common themes were multiple layers of information governance approvals in addition to the ethics and local governance approvals required by all health service research; lack of standardisation so that local approvals required diverse paperwork and reached conflicting conclusions as to whether a study should be approved. Practical consequences included a trial that over-recruited by 20% in order to randomise 144 practices with all required permissions, and a 5-year delay in reporting a trial while retrospectively applied regulations were satisfied to allow data linkage. Conclusions Overcoming the substantial barriers of using routine primary care data will require a streamlined governance process, standardised understanding/application of regulations and adequate National Health Service IT (Information Technology) capability. Without policy-driven prioritisation of these changes, the potential of this valuable resource will not be leveraged. Copyright Ã‚Â© Author(s) (or their employer(s)) 2025. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ Group.",TRUE,"Study conducted by Asthma UK Centre for Applied Research, references NHS.",TRUE,"Study uses routine primary care data, implying NHS or community health setting.",TRUE,Peer-reviewed article in BMJ Group journal.,Peer-reviewed,0.9,FALSE,No clear comparator or primary outcome on cost/impact,FALSE,Unknown,TRUE,['clinical'],0.7
J6260,2025,Patient screening and assessment for home dialysis therapies: A scoping review,"Background: Home dialysis therapies have limited uptake in most regions despite recognized benefits such as increasing patients' independence, and several domains of quality of life with cost savings in some systems. Objective(s): To perform a scoping review of published literature to identify tools and guides used in systematically screening and assessing patient suitability for home dialysis. A secondary objective was to explore barriers and enablers associated with the home dialysis assessment process. It is important to identify gaps in current research to pose pertinent questions for future work in the field. Design(s): Online databases Embase, Medline (Ovid), and CINAHL were used to identify articles published between January 2007 to May 2023. A total of 23 peer-reviewed primary and secondary studies that investigated screening or selection for patients > 18 years old with kidney failure for home dialysis met the study inclusion criteria. Result(s): The studies consisted of secondary studies (n = 10), observational studies (n = 8), and survey-based studies (n = 5). The major themes identified that influence patient screening and assessment for home dialysis candidacy included: screening tools and guidelines (n = 8), relative contraindications (n = 4), patient or program education (n = 9), and socioeconomic factors (n = 2). Limitation(s): Consistent with the scoping review methodology, the methodological quality of included studies was not assessed. The possible omission of evidence in languages other than English is a limitation. Conclusion(s): This scoping review identified tools and factors that potentially guide the assessment process for home dialysis candidacy. Patient screening and assessment for home dialysis requires a comprehensive evaluation of clinical, psychosocial, and logistical factors. Further research is required to validate and refine existing tools to establish standardized patient screening criteria and evaluation processes. Up-to-date training and education for healthcare providers and patients are needed to improve the utilization of home dialysis and ensure optimal outcomes. Copyright Ã‚Â© The Author(s) 2024.",TRUE,"Unclear setting, flagged for review",TRUE,Home dialysis occurs in community health settings.,TRUE,Peer-reviewed scoping review article.,Peer-reviewed,0.9,FALSE,Scoping review without comparative effects,FALSE,Unknown,TRUE,"['cost', 'pro', 'utilization']",0.9
